place_id,term,rank,mention_count,avg_context_sentiment,positive_context_count,negative_context_count,positive_ratio,negative_ratio,top_positive_review_text,top_positive_review_likes,top_negative_review_text,top_negative_review_likes
rebirth,料理,11,55,0.4090909090909091,19,1,0.34545454545454546,0.01818181818181818,"真的太太太喜歡這間店了,前後想吃老闆的料理但撲空好幾次後,這次終於順利吃到了,想吃老闆好手藝的人記得要預約晚餐時間喔!(超重要,每次都是因為供餐僅晚餐所以只能含淚等下次) 跟一般咖啡店不同,店內雖然小小的,位置也有點擠,東西有點雜,漫畫有點多,可是老闆跟客人之間的距離好近,每個進來的人都很熱絡的跟老闆聊天,我覺得很酷! Rebirth沒有menu,餐點是寫在黑板上,正餐餐點我猜會根據每天備料不同會有點不同(我們當天就沒有獵人燉雞),如果很苦惱吃什麼的話,也可以請小帥哥幫忙介紹,但小帥哥不會特別推薦吃哪道,因為每道都有它值得品嚐的地方。 這次我們點了: 🍹情人果茶:渣渣的感覺有點明顯,但茶感突出,少了點情人果的酸感,不錯喝 🍹冰檸啡:因為很多人推薦,所以這次大膽點了西西里,我覺得balence還算可以,搭配上用餐時間,也不會覺得吃起來太膩 🍰奶酪醬烤肉桂卷:我的天,是OMG的好吃!如果是肉桂卷粉真的不要錯過,上面奶酪醬配上肉桂味真的好讚,為了不要讓口感太奶味,肉桂捲裡有包著薄荷葉,完全達到了畫龍點睛的效果,幸福中帶著清涼感!連不愛吃肉桂捲的友人都可以三下五除二的完食,大推 🥢凱麗式葡國雞:不愛吃椰奶風味的我,這次鬼使神差地點了這道葡國雞,實在是因為葡國雞這個名字無法讓我想象出是什麼樣的料理,小菜還有雞卷+蒜味小黃瓜,絞肉也不愛的我都不得不說好好吃 🥢蔥柳川豆腐:酸菜湯!五告好喝!老闆招牌貓飯也是無法割捨,要不是因為是朋友點的餐,真的很想再多挖幾口豆腐來吃 📍我只能說是一家相見恨晚的店,從小帥哥到老闆都很注意客人的狀態,讓我印象深刻的是我旁邊的女生說想點熱茶喝,小帥哥馬上反應是否要將冰水換成常溫水,雖然是小細節,但我覺得很不錯。 深夜不知道去哪但又想吃好吃的料理真的不用猶豫了,Rebirth開著溫暖的燈等著夜貓上門呢!服務內用餐點類型晚餐平均每人消費金額$400-600",14,"等很久就算了,忘了單然後肉也沒炸熟,環境狹窄骯髒,創意料理的表達實在很難懂",1.0
rebirth,食物,12,54,0.6481481481481481,30,4,0.5555555555555556,0.07407407407407407,"餐點美味沒話說,但用餐體驗是真的糟,糟到值得不要再訪 結論來說就是,如果針對食物,值得一訪,但初訪的人即可能會遇到以下情形 猶記很久以前還是波黑米亞,換手後每次騎車經過總想著來這邊試試看餐食 今天找到時間終於造訪,內部格局基本沒變,氣氛歡樂 首先能理解店內忙碌狀況,然而針對餐點部分,會希望有個簡單的介紹(針對初次造訪的客人,或者至少詢問有無需要介紹),但沒有就是把人晾著然後點餐 這還可以,畢竟牆面字體些許凌亂仍可識別 然後對,餐點很美味,除了湯品有點困惑(相較配菜與主菜的高水準) 用完餐想像是會提供點單的飲品同時協助收走餐點,但 等了不知道多久(沒有無聊到還特別去計時)這件事情都沒有發生,一度還困惑是需要自己把餐點拿去哪裡回收嗎? 往隔壁的隔壁看,晚到的一組客人飲品早就已經上了,但點的是熱拿鐵,又時不時有作咖啡的機器聲,且夜還很長,總想著""恩,接下來做的這杯應該是我的""就也沒特別去問 但結果果然是忘記了,不只是忘記要做,連點了什麼都不記得。再次,能理解單多會疏漏,但唯一的外場那位仁兄活力四射,還在跟其他客人各種拍照開玩笑話什麼的,希望他可以先把最基本的業務內容做好(即,記得點了什麼單,然後在合理時間內出餐),有餘力再來做這些額外的加值體驗 雖妄下定論可能有些武斷,但那應是店家認識或熟識的客人,給人一種針對熟識與否的客人用心程度不一的強烈落差感。確實這位仁兄有針對漏單致歉,但整體體感仍是很差。",13,"老闆跟店員人雖然親切,但店內不太乾淨,除了有飛蟲掉到友人咖啡裡之外,廁所也有點驚悚,食物我覺得普通,沒有驚艷的感覺,這個價位公館可以找到更好的選擇",2.0
rebirth,感覺,13,49,0.3979591836734694,17,3,0.3469387755102041,0.061224489795918366,"聽別人說等到天荒地老也甘願,結果真的豪好ㄘ。每天菜色似乎都會不一樣(寫在黑板上,標題是「吃飯就是要等~什麼都要等~」)有什麼能吃要碰運氣。 因為提早訂位坐到貴賓席(?)榻榻米,不用跟別人擠(吃完走出來外頭有種居酒屋感(??)榻榻米區家居感十分濃厚(有點灰塵),不須拘束的空間,適合喝醉(??。 四個人總共點四份餐+一份甜點+飲料,一人花費約$500出頭,入座時店員告知還沒開飯於是先點飲料,大概半小時後老闆在黑板上寫上了菜色,雖聽聞是日本家常菜居多,但仔細看看菜色很多元各國都有www(感覺也是很喜歡地中海料理)。 正餐等了快一個小時(之後大概每20分鐘會上一道XD),最後從18:00坐到21:30,真的要非常閒才能來。整體口味頗甜,就算是辣的菜色也不太會辣。 ◆燒大阪風味炒麵 $280 麵條吃起來不算是Q的,可是正宗日本鹹。 小菜是蒜片香腸和小關東煮,蘿蔔好ㄘ。 ◆燒哈里薩羊肉夏卡蘇卡 $290 目標食物之一,超越理想的一道菜。 夏卡蘇卡=北非燉蛋≒gonna的西班牙市場早餐≒地中海食物 以上雖然名字不一樣但吃起來都差不多,就是一大堆番茄然後有蛋的燉菜,比較特別的是這道是有羊肉的,同行朋友&我不怎麼吃羊肉但番茄的酸和香料的味道讓羊羶味不那麼古怪。 可以一直吃,麵包根本不夠(副食是吐司)。至於哈里薩是一種辣醬,有辣的餘韻不過不會很辣。 是很適合早午餐的食物(雖然這裡晚上才開。 ◆燉(還是燒)雞婆豆腐 $290 以為是雞蛋豆腐結果不是,是雞+麻婆豆腐。雞偏硬,豆腐好大一鍋。上來的時候發現飯是生蛋拌飯嗨到炸,不只加顆生蛋還有醬油和柴魚,光吃這碗就好快樂ㄌ。 小菜是蒜片香腸。 ◆燉(還是燒)凱麗式葡國雞 $290 葡國雞是澳門的幻想葡萄牙料理,概念大概像天津飯一樣(?,是澳門的特色菜。(凱麗ㄅ知道是什麼,是澳門的酒店ㄇ)椰奶、薑黃(?、香腸、花椰菜、帶皮馬鈴薯,奶香味好下飯。 個人最喜歡這道,配白飯就很有奶汁燉飯的感覺。小菜仍舊是蒜片香腸。 飯可以續,所以我們飯都直接續兩碗,不然主菜根本吃不完。 ◆布羅妮(等很久~)←它ㄉ名字 $280 一直鐵口說是布朗尼結果根本不是! 上來的時候整個超浮誇佈滿芒果跟奇異果甚至還有一顆布丁大家直接瘋狂尖叫。 一挖發現底下其實是舒芙蕾(?還是熱蛋糕(還是鐵鍋鬆餅?),眼淚差點奪眶而出。 入口即化但還是有一點實體存在的蛋奶香口感,不會像外面舒芙蕾一樣也是等超久但兩口就沒了。 四個人吃一鍋也是大滿足。 最後帶著十七分飽的肚子回家,謝謝招待。 ◆飲料們 ◇卑彌乎 $180 有乳酸味ㄉ酒兒,有點甜 ◇渣釀瓜瓜 $140 西瓜跟黃瓜ㄉ酒兒,偏清爽,裡面有很多小玉西瓜 ◇公主之冕 $150 有點cra的烤棉花糖黑糖牛奶,密恐慎,棉花糖太多甜甜 ◇原味手工氣泡 $100 就氣泡(好大一杯 缺點是外面很多人抽菸裡面空氣也沒有很流通,吃完有點暈暈der 不過店員很有活力,短髮店員反覆來看我們吃完沒因為我們真的吃很久wwwwwww不好意思ww 然後位子旁邊是處理食材的地方(? 小哥:你們就當我不存在我只是一個工作的人,一個工人~ :可以給我們碗嗎? 小哥:*從另一頭帶著四個分裝盤出現* 小哥:*眨眼打響指* :謝謝www 感覺是一個很快樂的地方,而且選歌sense一級棒。服務內用餐點類型晚餐平均每人消費金額$400-600",5,"☕️溫州街這一帶營業到深夜的咖啡廳。 ✅不限時! 🛜有Wi-Fi。 🔌大多數座位有插座(戶外無,部分座位要拉延長線)。 💡燈光偏暗,不過有些座位有檯燈可以補光。 🕑營業到凌晨兩點。 📖有大量的漫畫,不少是有些年代的作品! 🍴有提供種類很多樣的鹹食、正餐。 💦水是一次給一大瓶,很方便! 先講比較大的缺點:環境。 氣氛其實是不錯的,感覺是老屋改建,老書櫃、老書桌、放著有些的年代的漫畫和遊戲機,整體氛圍是挺復古懷舊的。但環境是真的偏擁擠也有點兒髒,尤其是廁所,感覺真的很陳年老屋感,抽風機的聲音大到嚇人,旁邊水管還會漏水🤯 撇除環境髒舊和空間擁擠以外,這家店其實不錯,不限時有插座,而且價格相當地平易近人,飲料很多都在150以下、餐點大多也在300元以內,以不限時咖啡廳來說並不貴(2024.8月價格,菜單在黑板上手寫板書,但有些很混亂有些字糊掉了,因此很難拍好)。 這次雖然沒點鹹食餐點,但聞到其他人的餐點真的很香,而我自己點的飲料桂花紅玉鮮奶茶雖然有點稀,但喝起來還不賴。 服務的部分這次體驗也很不錯,遇到的店員蠻親切的!服務內用餐點類型其他平均每人消費金額$1-200餐點:5服務:5氣氛:2",2.0
rebirth,時間,14,55,0.2545454545454545,11,1,0.2,0.01818181818181818,"愛店。有時候手上剛好有食材會被老闆拿去做創意料理,沒有一次不驚豔。舒適、適合與朋友聚會聊天,也可以跟老闆店員閒聊。有時老闆興致來了請吃請喝都很大方毫不手軟。不過「吃飯就是要等」,趕時間絕不推薦。 另外希望老闆不要再對我說「怎麼又是你」,可以換台詞了!服務內用餐點類型晚餐平均每人消費金額$200-400餐點:5服務:5氣氛:5建議的餐點布羅妮, 燒哈里薩羊肉夏卡蘇卡",3,"結論:食物很好吃給四分,份量夠,但需要等很久,蚊子多,廚房廁所很髒,環境給一分。 被店外悠閒的場景吸引進來,用餐時間前來,座位非常擁擠,需要與旁邊的貼桌共食,大約6:20點餐後,陸陸續續其他人上菜,直到7:45才上到我的,而且店內蚊子非常多,整體用餐起來不太舒適 但餐點回鍋肉份量蠻夠且飯不夠可以再加,這點很不錯,份量滿滿,餐點也好吃,但感覺這邊適合喝咖啡喝酒,建議不要在這邊跟朋友聚餐,因為每道餐都是單獨製作所以很花時間,除非你是剛好來喝咖啡看書然後餓了在之前先點了餐等著吃,不然不適合專程來用餐 另外是點餐飲料需要額外+90,份量不大也普通,個人覺得不值得 最後是廁所跟後來喵了一眼那個不太乾淨的廚房,更讓我大扣分",3.0
rebirth,建議,15,47,-0.010638297872340425,1,2,0.02127659574468085,0.0425531914893617,"上餐速度要等 建議時間不趕再來用餐 節瓜炸牛肉很好吃 建議可以跟朋友聚聚時來這裡服務內用餐點類型晚餐平均每人消費金額$200-400餐點:5服務:5氣氛:5建議的餐點燒大阪風味炒麵, 炸鮪魚天婦羅特殊餐點日式炒麵很道地停車位停車不方便附近的停車場不提供停車位停車場建議搭大眾運輸工具來",0,巴斯克蛋糕普通 建議點優格之類的 飲料也比較不甜篇健康,2.0
rebirth,味道,16,43,0.26744186046511625,11,4,0.2558139534883721,0.09302325581395349,"店內的氛圍很好,座位很多,舒適乾淨。店員也都非常健談、nice,很棒的用餐體驗。 而餐點的部分,的確是如黑板上寫明的「需要等很久」,但是味道很好吃且份量足夠。餐點是一個套餐的形式,白飯上還有淋上醬油和一個半熟蛋,還可以續,真的有夠實在!這次點了一個椰奶燉的雞肉(名字忘了),除了香腸本身的部分有點膩口外,餐點濃淡適中的調味真的很讚~ 飲品的部分也都不錯,這次點了一個加有梨子醬的威士忌調酒(名字依舊忘了w),味道非常好,梨子醬和威士忌融合的很好,不是互相背離的,很加分! 有機會的話會回訪的~服務內用餐點類型晚餐平均每人消費金額$400-600",3,"整體環境說好聽一點是很有風格,說難聽一點就是很髒又很亂:)餐點等很久就算了味道也很普通,個人覺得跟價格不成比例。外面可以吸菸店內又不通風,會覺得很悶很頭暈。唯一的優點大概就是老闆的服務態度很好,不過還是不會再訪:))",2.0
rebirth,值得,17,36,1.2777777777777777,33,1,0.9166666666666666,0.027777777777777776,"真的太太太喜歡這間店了,前後想吃老闆的料理但撲空好幾次後,這次終於順利吃到了,想吃老闆好手藝的人記得要預約晚餐時間喔!(超重要,每次都是因為供餐僅晚餐所以只能含淚等下次) 跟一般咖啡店不同,店內雖然小小的,位置也有點擠,東西有點雜,漫畫有點多,可是老闆跟客人之間的距離好近,每個進來的人都很熱絡的跟老闆聊天,我覺得很酷! Rebirth沒有menu,餐點是寫在黑板上,正餐餐點我猜會根據每天備料不同會有點不同(我們當天就沒有獵人燉雞),如果很苦惱吃什麼的話,也可以請小帥哥幫忙介紹,但小帥哥不會特別推薦吃哪道,因為每道都有它值得品嚐的地方。 這次我們點了: 🍹情人果茶:渣渣的感覺有點明顯,但茶感突出,少了點情人果的酸感,不錯喝 🍹冰檸啡:因為很多人推薦,所以這次大膽點了西西里,我覺得balence還算可以,搭配上用餐時間,也不會覺得吃起來太膩 🍰奶酪醬烤肉桂卷:我的天,是OMG的好吃!如果是肉桂卷粉真的不要錯過,上面奶酪醬配上肉桂味真的好讚,為了不要讓口感太奶味,肉桂捲裡有包著薄荷葉,完全達到了畫龍點睛的效果,幸福中帶著清涼感!連不愛吃肉桂捲的友人都可以三下五除二的完食,大推 🥢凱麗式葡國雞:不愛吃椰奶風味的我,這次鬼使神差地點了這道葡國雞,實在是因為葡國雞這個名字無法讓我想象出是什麼樣的料理,小菜還有雞卷+蒜味小黃瓜,絞肉也不愛的我都不得不說好好吃 🥢蔥柳川豆腐:酸菜湯!五告好喝!老闆招牌貓飯也是無法割捨,要不是因為是朋友點的餐,真的很想再多挖幾口豆腐來吃 📍我只能說是一家相見恨晚的店,從小帥哥到老闆都很注意客人的狀態,讓我印象深刻的是我旁邊的女生說想點熱茶喝,小帥哥馬上反應是否要將冰水換成常溫水,雖然是小細節,但我覺得很不錯。 深夜不知道去哪但又想吃好吃的料理真的不用猶豫了,Rebirth開著溫暖的燈等著夜貓上門呢!服務內用餐點類型晚餐平均每人消費金額$400-600",14,"結論:食物很好吃給四分,份量夠,但需要等很久,蚊子多,廚房廁所很髒,環境給一分。 被店外悠閒的場景吸引進來,用餐時間前來,座位非常擁擠,需要與旁邊的貼桌共食,大約6:20點餐後,陸陸續續其他人上菜,直到7:45才上到我的,而且店內蚊子非常多,整體用餐起來不太舒適 但餐點回鍋肉份量蠻夠且飯不夠可以再加,這點很不錯,份量滿滿,餐點也好吃,但感覺這邊適合喝咖啡喝酒,建議不要在這邊跟朋友聚餐,因為每道餐都是單獨製作所以很花時間,除非你是剛好來喝咖啡看書然後餓了在之前先點了餐等著吃,不然不適合專程來用餐 另外是點餐飲料需要額外+90,份量不大也普通,個人覺得不值得 最後是廁所跟後來喵了一眼那個不太乾淨的廚房,更讓我大扣分",3.0
rebirth,店內,18,51,0.058823529411764705,6,5,0.11764705882352941,0.09803921568627451,"很有特色的餐廳,菜單寫在牆壁上,聽老闆說會每天依照有的食材調整。 服務員很熱情,可以請他幫忙介紹菜單,不知道要吃甚麼也可以請她推薦,點餐加飲料的話只要再加90,很值得。 店內空間不大,但很溫馨,好像會有很多外國客人。 這次是點鮪魚敲敲燒,餐點味道也很棒,量也很足夠,如果白飯不夠有還可以加飯,價錢在台北也是很可以接受。 唯一美中不足的進出要經過門口的吸煙區,如果有人抽煙的話還是會有一點點煙味。 值得推薦的餐廳。服務內用餐點類型晚餐平均每人消費金額$200-400餐點:5服務:5氣氛:5",2,"這是個很奇妙的地方,會讓你有種明明是在咖啡店但卻像是在熱炒店的感覺。 基本咖啡已經不是重點了,也不推薦對咖啡很講究和有文青包袱的人來。 餐點的部分很奇妙,菜單都在那寫的很凌亂的黑板上,出餐很慢,但是讓話匣子停不下的人能火力全開,然後出餐時,話也講的差不多了,這正是可以好好用餐的好時機。 記得,不要催老闆,不要嫌店內不乾淨,不要覺得店內太吵,不要認為店內員工服務態度不佳。 餐點的部分,這絕對不是最好吃的一間,但我可以用我的腰圍保證,老闆從那二坪到的廚房裡弄出來的東西絕對是他媽最有靈魂的店家之一,從餐點的火候之中,可以感覺到在約十坪大的店裡,有好幾張口等著吃飯的壓力,用料方面很隨興但是卻不隨便,即便等待時的話題已經從內子宮聊到外太空,但是東西一入口仍然可以感受老闆是用生命在做菜的那股力量。 今天我點的是炒麵。在點菜時有問了一下服務人員什麼是招牌,她簡單的把黑板上的菜色介紹一遍,但在那當下其實我也聽不太懂,後來就問她有什麼東西是最不健康,最容易三高,吃起來最開心的,於是她就不假思索的推薦了炒麵。 炒麵的內容很奇特,他用了很下酒菜的原素,花生,酸菜,小魚乾,另外加了老虎醬,是一道可以吃飽適合聊天的下酒菜,開胃也開話匣子,每個食材每一口在嘴裡就像是這家店的氛圍一樣熱鬧。 最後,看了一些評論,有人認為這是被咖啡耽誤的熱炒高手,在我心裡有更深一層對老闆的敬意,這是家氣氛跟餐點很到位的咖啡店,適合話癆,愛大聲講髒話,話語沒有邊界的人可以坐下好好開口聊天及吃飯的好地方。",13.0
rebirth,適合,19,44,0.25,11,1,0.25,0.022727272727272728,"愛店。有時候手上剛好有食材會被老闆拿去做創意料理,沒有一次不驚豔。舒適、適合與朋友聚會聊天,也可以跟老闆店員閒聊。有時老闆興致來了請吃請喝都很大方毫不手軟。不過「吃飯就是要等」,趕時間絕不推薦。 另外希望老闆不要再對我說「怎麼又是你」,可以換台詞了!服務內用餐點類型晚餐平均每人消費金額$200-400餐點:5服務:5氣氛:5建議的餐點布羅妮, 燒哈里薩羊肉夏卡蘇卡",3,"這是個很奇妙的地方,會讓你有種明明是在咖啡店但卻像是在熱炒店的感覺。 基本咖啡已經不是重點了,也不推薦對咖啡很講究和有文青包袱的人來。 餐點的部分很奇妙,菜單都在那寫的很凌亂的黑板上,出餐很慢,但是讓話匣子停不下的人能火力全開,然後出餐時,話也講的差不多了,這正是可以好好用餐的好時機。 記得,不要催老闆,不要嫌店內不乾淨,不要覺得店內太吵,不要認為店內員工服務態度不佳。 餐點的部分,這絕對不是最好吃的一間,但我可以用我的腰圍保證,老闆從那二坪到的廚房裡弄出來的東西絕對是他媽最有靈魂的店家之一,從餐點的火候之中,可以感覺到在約十坪大的店裡,有好幾張口等著吃飯的壓力,用料方面很隨興但是卻不隨便,即便等待時的話題已經從內子宮聊到外太空,但是東西一入口仍然可以感受老闆是用生命在做菜的那股力量。 今天我點的是炒麵。在點菜時有問了一下服務人員什麼是招牌,她簡單的把黑板上的菜色介紹一遍,但在那當下其實我也聽不太懂,後來就問她有什麼東西是最不健康,最容易三高,吃起來最開心的,於是她就不假思索的推薦了炒麵。 炒麵的內容很奇特,他用了很下酒菜的原素,花生,酸菜,小魚乾,另外加了老虎醬,是一道可以吃飽適合聊天的下酒菜,開胃也開話匣子,每個食材每一口在嘴裡就像是這家店的氛圍一樣熱鬧。 最後,看了一些評論,有人認為這是被咖啡耽誤的熱炒高手,在我心裡有更深一層對老闆的敬意,這是家氣氛跟餐點很到位的咖啡店,適合話癆,愛大聲講髒話,話語沒有邊界的人可以坐下好好開口聊天及吃飯的好地方。",13.0
rebirth,朋友,20,38,0.2631578947368421,10,3,0.2631578947368421,0.07894736842105263,"一間自己很愛來但不敢帶朋友來的店 食物很讚 飲料普通(蛋酒偶爾會很好喝) 環境很~髒~ (所以不敢帶新朋友來怕被他們堵到老鼠) 儘管如此,還是台北少數讓我感覺到有人願意為我煮飯的餐廳。",4,"定位:獨立咖啡廳 口味:★★★☆☆ 便宜:★★★☆☆ 特色:★★★★★ 環境:★☆☆☆☆ 人少:★★☆☆☆ 幾年前來過一次,印象蠻好的,但具體情形是如何已經忘了,趁近日剛好回訪記憶猶新(失望偏多)時,寫一下評論。 Rebirth是在台大學生之間蠻有名的店,是一間開到凌晨2點的深夜咖啡廳,有正餐(晚上6點後才供應)、飲料、甜點、鹹點。 正餐好吃且特別,似乎是每天更換菜單(所有餐飲的menu是寫在店內的大黑板上,但因店員的字跡很隨意 + 黑板長年沒擦乾淨 + 粉筆痕跡本來就容易被擦掉,所以有點難閱讀),店內有特別標明「正餐需要等」就有心理準備不會太快拿到餐,加上我點的是烤的,店員又有特別說要等比較久,結果就...真的等很久XD 朋友都吃完了,我的都還沒上。想去吃正餐的朋友要注意,說要等是真的要等蠻久的唷。 飲料的部分選擇不多,點了一般的拿鐵,口味偏澀,小失望。 環境部分是個人覺得最無法接受的。想要營造出文青或復古或環保感,不代表一定要髒髒臭臭的。廁所整潔算是場悲劇。",7.0
rebirth,好喝,21,34,1.4558823529411764,32,0,0.9411764705882353,0.0,"真的太太太喜歡這間店了,前後想吃老闆的料理但撲空好幾次後,這次終於順利吃到了,想吃老闆好手藝的人記得要預約晚餐時間喔!(超重要,每次都是因為供餐僅晚餐所以只能含淚等下次) 跟一般咖啡店不同,店內雖然小小的,位置也有點擠,東西有點雜,漫畫有點多,可是老闆跟客人之間的距離好近,每個進來的人都很熱絡的跟老闆聊天,我覺得很酷! Rebirth沒有menu,餐點是寫在黑板上,正餐餐點我猜會根據每天備料不同會有點不同(我們當天就沒有獵人燉雞),如果很苦惱吃什麼的話,也可以請小帥哥幫忙介紹,但小帥哥不會特別推薦吃哪道,因為每道都有它值得品嚐的地方。 這次我們點了: 🍹情人果茶:渣渣的感覺有點明顯,但茶感突出,少了點情人果的酸感,不錯喝 🍹冰檸啡:因為很多人推薦,所以這次大膽點了西西里,我覺得balence還算可以,搭配上用餐時間,也不會覺得吃起來太膩 🍰奶酪醬烤肉桂卷:我的天,是OMG的好吃!如果是肉桂卷粉真的不要錯過,上面奶酪醬配上肉桂味真的好讚,為了不要讓口感太奶味,肉桂捲裡有包著薄荷葉,完全達到了畫龍點睛的效果,幸福中帶著清涼感!連不愛吃肉桂捲的友人都可以三下五除二的完食,大推 🥢凱麗式葡國雞:不愛吃椰奶風味的我,這次鬼使神差地點了這道葡國雞,實在是因為葡國雞這個名字無法讓我想象出是什麼樣的料理,小菜還有雞卷+蒜味小黃瓜,絞肉也不愛的我都不得不說好好吃 🥢蔥柳川豆腐:酸菜湯!五告好喝!老闆招牌貓飯也是無法割捨,要不是因為是朋友點的餐,真的很想再多挖幾口豆腐來吃 📍我只能說是一家相見恨晚的店,從小帥哥到老闆都很注意客人的狀態,讓我印象深刻的是我旁邊的女生說想點熱茶喝,小帥哥馬上反應是否要將冰水換成常溫水,雖然是小細節,但我覺得很不錯。 深夜不知道去哪但又想吃好吃的料理真的不用猶豫了,Rebirth開著溫暖的燈等著夜貓上門呢!服務內用餐點類型晚餐平均每人消費金額$400-600",14,,
rebirth,推薦,22,34,1.1323529411764706,30,3,0.8823529411764706,0.08823529411764706,"真的太太太喜歡這間店了,前後想吃老闆的料理但撲空好幾次後,這次終於順利吃到了,想吃老闆好手藝的人記得要預約晚餐時間喔!(超重要,每次都是因為供餐僅晚餐所以只能含淚等下次) 跟一般咖啡店不同,店內雖然小小的,位置也有點擠,東西有點雜,漫畫有點多,可是老闆跟客人之間的距離好近,每個進來的人都很熱絡的跟老闆聊天,我覺得很酷! Rebirth沒有menu,餐點是寫在黑板上,正餐餐點我猜會根據每天備料不同會有點不同(我們當天就沒有獵人燉雞),如果很苦惱吃什麼的話,也可以請小帥哥幫忙介紹,但小帥哥不會特別推薦吃哪道,因為每道都有它值得品嚐的地方。 這次我們點了: 🍹情人果茶:渣渣的感覺有點明顯,但茶感突出,少了點情人果的酸感,不錯喝 🍹冰檸啡:因為很多人推薦,所以這次大膽點了西西里,我覺得balence還算可以,搭配上用餐時間,也不會覺得吃起來太膩 🍰奶酪醬烤肉桂卷:我的天,是OMG的好吃!如果是肉桂卷粉真的不要錯過,上面奶酪醬配上肉桂味真的好讚,為了不要讓口感太奶味,肉桂捲裡有包著薄荷葉,完全達到了畫龍點睛的效果,幸福中帶著清涼感!連不愛吃肉桂捲的友人都可以三下五除二的完食,大推 🥢凱麗式葡國雞:不愛吃椰奶風味的我,這次鬼使神差地點了這道葡國雞,實在是因為葡國雞這個名字無法讓我想象出是什麼樣的料理,小菜還有雞卷+蒜味小黃瓜,絞肉也不愛的我都不得不說好好吃 🥢蔥柳川豆腐:酸菜湯!五告好喝!老闆招牌貓飯也是無法割捨,要不是因為是朋友點的餐,真的很想再多挖幾口豆腐來吃 📍我只能說是一家相見恨晚的店,從小帥哥到老闆都很注意客人的狀態,讓我印象深刻的是我旁邊的女生說想點熱茶喝,小帥哥馬上反應是否要將冰水換成常溫水,雖然是小細節,但我覺得很不錯。 深夜不知道去哪但又想吃好吃的料理真的不用猶豫了,Rebirth開著溫暖的燈等著夜貓上門呢!服務內用餐點類型晚餐平均每人消費金額$400-600",14,"這是個很奇妙的地方,會讓你有種明明是在咖啡店但卻像是在熱炒店的感覺。 基本咖啡已經不是重點了,也不推薦對咖啡很講究和有文青包袱的人來。 餐點的部分很奇妙,菜單都在那寫的很凌亂的黑板上,出餐很慢,但是讓話匣子停不下的人能火力全開,然後出餐時,話也講的差不多了,這正是可以好好用餐的好時機。 記得,不要催老闆,不要嫌店內不乾淨,不要覺得店內太吵,不要認為店內員工服務態度不佳。 餐點的部分,這絕對不是最好吃的一間,但我可以用我的腰圍保證,老闆從那二坪到的廚房裡弄出來的東西絕對是他媽最有靈魂的店家之一,從餐點的火候之中,可以感覺到在約十坪大的店裡,有好幾張口等著吃飯的壓力,用料方面很隨興但是卻不隨便,即便等待時的話題已經從內子宮聊到外太空,但是東西一入口仍然可以感受老闆是用生命在做菜的那股力量。 今天我點的是炒麵。在點菜時有問了一下服務人員什麼是招牌,她簡單的把黑板上的菜色介紹一遍,但在那當下其實我也聽不太懂,後來就問她有什麼東西是最不健康,最容易三高,吃起來最開心的,於是她就不假思索的推薦了炒麵。 炒麵的內容很奇特,他用了很下酒菜的原素,花生,酸菜,小魚乾,另外加了老虎醬,是一道可以吃飽適合聊天的下酒菜,開胃也開話匣子,每個食材每一口在嘴裡就像是這家店的氛圍一樣熱鬧。 最後,看了一些評論,有人認為這是被咖啡耽誤的熱炒高手,在我心裡有更深一層對老闆的敬意,這是家氣氛跟餐點很到位的咖啡店,適合話癆,愛大聲講髒話,話語沒有邊界的人可以坐下好好開口聊天及吃飯的好地方。",13.0
rebirth,特色,23,33,0.36363636363636365,10,0,0.30303030303030304,0.0,"喜歡老闆與店員隨興、親切的感覺,在這裡就像個家。餐點十分具特色,喜歡特別的料理的人務必過來品嘗看看!不過切記,所有餐點是老闆一手包辦現點現做,請勿催餐!!",1,,
