place_id,place_name,review_unique_key,reviewer_name,star_rating,review_date_text,review_date_estimated,likes_count,review_text,owner_response_text,aspect_name,mentioned,mention_count_in_review,aspect_sentiment_score,aspect_sentiment_label
xuekewu,雪可屋,1576219cb4a433f082b0eefb6ab8c6831fd3de408030d76ae27700829cb5e08a,Scott Ezell,5.0,8 年前,2018-03-26,0,"台北一家美麗的復古咖啡館,播放爵士唱片。地板有些變形,一百年都沒修過,冰箱裡放著奇美藍牌啤酒,是我在台北最喜歡的地方。",,飲品,1,1,0.0,neutral
xuekewu,雪可屋,1576219cb4a433f082b0eefb6ab8c6831fd3de408030d76ae27700829cb5e08a,Scott Ezell,5.0,8 年前,2018-03-26,0,"台北一家美麗的復古咖啡館,播放爵士唱片。地板有些變形,一百年都沒修過,冰箱裡放著奇美藍牌啤酒,是我在台北最喜歡的地方。",,氛圍/風格,1,1,0.0,neutral
xuekewu,雪可屋,aa5c7e9342111aebaddf2de3e5f0eb71e2f705ae54ff4a5dd3bc4dacaee726e8,Keigo,4.0,8 年前,2018-03-26,1,"這家老字號咖啡館專營自家烘焙的咖啡豆。簡樸的裝潢也正是它的魅力所在。咖啡很正宗,我覺得是這附近最好的。",,飲品,1,2,0.0,neutral
xuekewu,雪可屋,f22928a9539e0095da18d6f06e436507c2fca6abfc87e7418a3e099b0a4b044f,TYVM,1.0,1 年前,2025-03-26,0,"老地方了,聞起來像有人在抽煙。飲料還行。服務生/工作人員似乎對一切都漠不關心,態度冷淡。服務內用餐點類型其他平均每人消費金額$1-200餐點:1服務:1氣氛:1",,飲品,1,1,0.0,neutral
xuekewu,雪可屋,f22928a9539e0095da18d6f06e436507c2fca6abfc87e7418a3e099b0a4b044f,TYVM,1.0,1 年前,2025-03-26,0,"老地方了,聞起來像有人在抽煙。飲料還行。服務生/工作人員似乎對一切都漠不關心,態度冷淡。服務內用餐點類型其他平均每人消費金額$1-200餐點:1服務:1氣氛:1",,正餐,1,1,0.0,neutral
xuekewu,雪可屋,f22928a9539e0095da18d6f06e436507c2fca6abfc87e7418a3e099b0a4b044f,TYVM,1.0,1 年前,2025-03-26,0,"老地方了,聞起來像有人在抽煙。飲料還行。服務生/工作人員似乎對一切都漠不關心,態度冷淡。服務內用餐點類型其他平均每人消費金額$1-200餐點:1服務:1氣氛:1",,店員/服務,1,2,-0.5,neutral
xuekewu,雪可屋,13413e17dc48c09e3e1dd8f8498a6c6e7e78ca45c4f9a2c4f241435234bcd953,Sophia Shih,4.0,3 年前,2023-03-26,0,"這裡很溫馨,適合放鬆身心,享受寧靜。套餐雖然不花俏,但卻飽含著主人的愛意。咖啡也很不錯。餐點:4服務:4氣氛:4",,飲品,1,1,1.5,positive
xuekewu,雪可屋,13413e17dc48c09e3e1dd8f8498a6c6e7e78ca45c4f9a2c4f241435234bcd953,Sophia Shih,4.0,3 年前,2023-03-26,0,"這裡很溫馨,適合放鬆身心,享受寧靜。套餐雖然不花俏,但卻飽含著主人的愛意。咖啡也很不錯。餐點:4服務:4氣氛:4",,正餐,1,2,0.0,neutral
xuekewu,雪可屋,13413e17dc48c09e3e1dd8f8498a6c6e7e78ca45c4f9a2c4f241435234bcd953,Sophia Shih,4.0,3 年前,2023-03-26,0,"這裡很溫馨,適合放鬆身心,享受寧靜。套餐雖然不花俏,但卻飽含著主人的愛意。咖啡也很不錯。餐點:4服務:4氣氛:4",,店員/服務,1,1,0.0,neutral
xuekewu,雪可屋,d0a105a86efd176b29b6256c8106a0b42bcd98de724d6714bd93a941acbdfbc4,Mr.MaximusPrime,5.0,7 年前,2019-03-26,0,"這是台北最道地的咖啡酒吧。每次在那裡的談話都改變了我的人生。 這裡有絕佳的愛爾蘭咖啡、阿芙佳朵,以及精選的比利時啤酒,包括智美、高華、拉舒夫、馬雷德蘇和威斯麥爾。 爵士樂的選擇也十分豐富,從切特·貝克的憂鬱喧囂,到邁爾斯·戴維斯的都市風情,再到桑尼·戴維斯的深情演繹,應有盡有。 這家充滿文學氣息的咖啡館毗鄰華人東亞(無審查)的書都,令人心曠神怡。",,飲品,1,3,0.0,neutral
xuekewu,雪可屋,e558de990d75105b03b0423a44e7c0c08a78e95a699e04244acd42692f3b0012,Tom Costerton,2.0,8 年前,2018-03-26,1,"沒有熱綠茶,只有熱紅茶或冷綠茶。如果能有其他選擇就更好了。沒有WiFi,也沒有插座。來這裡工作,結果不得不離開。我想和朋友喝杯咖啡還行,但還有其他更好的地方。它營業到凌晨1點,這在台北很早的時候很少見。",,飲品,1,2,0.0,neutral
xuekewu,雪可屋,e558de990d75105b03b0423a44e7c0c08a78e95a699e04244acd42692f3b0012,Tom Costerton,2.0,8 年前,2018-03-26,1,"沒有熱綠茶,只有熱紅茶或冷綠茶。如果能有其他選擇就更好了。沒有WiFi,也沒有插座。來這裡工作,結果不得不離開。我想和朋友喝杯咖啡還行,但還有其他更好的地方。它營業到凌晨1點,這在台北很早的時候很少見。",,功能用途,1,1,0.0,neutral
xuekewu,雪可屋,a3162b726405929a2a646c818fd564b3b02fb60ef51996b221d0eb6bdfbfe296,Bruce,4.0,4 個月前,2025-11-26,0,定情店 踏上了一個婚因餐點:4服務:4氣氛:4,,正餐,1,1,0.0,neutral
xuekewu,雪可屋,a3162b726405929a2a646c818fd564b3b02fb60ef51996b221d0eb6bdfbfe296,Bruce,4.0,4 個月前,2025-11-26,0,定情店 踏上了一個婚因餐點:4服務:4氣氛:4,,店員/服務,1,1,0.0,neutral
xuekewu,雪可屋,da9bc5afc9ff2c42f0a83df6a0a5b47ba9c268f923a2a98e8680a04b77ce691c,です千代,1.0,9 個月前,2025-06-26,0,"店主態度粗魯無禮,讓我覺得非常不舒服。我不會再來了,也絕對不會推薦任何人來這裡。 連一顆星都不配。餐點:1服務:1氣氛:1",,正餐,1,1,0.0,neutral
xuekewu,雪可屋,da9bc5afc9ff2c42f0a83df6a0a5b47ba9c268f923a2a98e8680a04b77ce691c,です千代,1.0,9 個月前,2025-06-26,0,"店主態度粗魯無禮,讓我覺得非常不舒服。我不會再來了,也絕對不會推薦任何人來這裡。 連一顆星都不配。餐點:1服務:1氣氛:1",,店員/服務,1,2,-0.5,neutral
xuekewu,雪可屋,fae96ad7983698a08b3e13aa5d6769dc7eb1e260814a68ab2033a16e178f2979,琴子,2.0,3 年前,2023-03-26,0,氣氛很好。食物一般而且貴。天花板在漏水(?!)服務內用餐點類型晚餐平均每人消費金額$200-400,,正餐,1,1,0.0,neutral
xuekewu,雪可屋,fae96ad7983698a08b3e13aa5d6769dc7eb1e260814a68ab2033a16e178f2979,琴子,2.0,3 年前,2023-03-26,0,氣氛很好。食物一般而且貴。天花板在漏水(?!)服務內用餐點類型晚餐平均每人消費金額$200-400,,店員/服務,1,1,0.0,neutral
xuekewu,雪可屋,fae96ad7983698a08b3e13aa5d6769dc7eb1e260814a68ab2033a16e178f2979,琴子,2.0,3 年前,2023-03-26,0,氣氛很好。食物一般而且貴。天花板在漏水(?!)服務內用餐點類型晚餐平均每人消費金額$200-400,,價格,1,1,-1.0,negative
xuekewu,雪可屋,537cb3191e027c697fda871d7106a84766d1ff2484ae5c56b1b00e06b832d06f,Emma Chiu,1.0,1 年前,2025-03-26,0,"氣氛和環境不錯,但服務糟透了。員工態度很不友善(對菜單上的問題不屑一顧),當我試著為筆記型電腦充電時,他們還訓斥了我。我很少給差評,但這家店我絕對不推薦。服務內用餐點類型早餐平均每人消費金額$200-400餐點:3服務:1氣氛:2",,正餐,1,1,0.0,neutral
xuekewu,雪可屋,537cb3191e027c697fda871d7106a84766d1ff2484ae5c56b1b00e06b832d06f,Emma Chiu,1.0,1 年前,2025-03-26,0,"氣氛和環境不錯,但服務糟透了。員工態度很不友善(對菜單上的問題不屑一顧),當我試著為筆記型電腦充電時,他們還訓斥了我。我很少給差評,但這家店我絕對不推薦。服務內用餐點類型早餐平均每人消費金額$200-400餐點:3服務:1氣氛:2",,店員/服務,1,3,0.0,neutral
xuekewu,雪可屋,63e23b7df4091633d30595782ca9fa42f6bb7be93597edcae70392f3b4c7cba2,Frank Lin,4.0,7 年前,2019-03-26,1,"店裡的氣氛有濃濃的年代感,略為老舊的室內陳設和微微昏暗的燈光,有的顧客不甚偏好,但另一方面也有種溫暖的感覺。店裡除了咖啡以外也推薦珍珠(西穀米)奶茶和炸豆腐。另外也有賣啤酒,商品大約十來種,適合點杯飲料配著點心和朋友聊天,或在店裡悠閒的一個人待著看看書也不錯。本店是目前少見不提供WIFI及插座的店,店主可能是希望客人到店裡能專心享受他們的咖啡吧?整體來說仍是間瑕不掩瑜的特色店家,背景的爵士樂如果音量更大聲一些,那就更棒了!",,飲品,1,3,0.6666666666666666,positive
xuekewu,雪可屋,63e23b7df4091633d30595782ca9fa42f6bb7be93597edcae70392f3b4c7cba2,Frank Lin,4.0,7 年前,2019-03-26,1,"店裡的氣氛有濃濃的年代感,略為老舊的室內陳設和微微昏暗的燈光,有的顧客不甚偏好,但另一方面也有種溫暖的感覺。店裡除了咖啡以外也推薦珍珠(西穀米)奶茶和炸豆腐。另外也有賣啤酒,商品大約十來種,適合點杯飲料配著點心和朋友聊天,或在店裡悠閒的一個人待著看看書也不錯。本店是目前少見不提供WIFI及插座的店,店主可能是希望客人到店裡能專心享受他們的咖啡吧?整體來說仍是間瑕不掩瑜的特色店家,背景的爵士樂如果音量更大聲一些,那就更棒了!",,功能用途,1,1,0.0,neutral
xuekewu,雪可屋,96ef5ad0acb1cf782f6cd606e0769dd1141caca8bcfdb53e082d0a4beaf909a7,施素珊,4.0,上次編輯：3 年前,2023-03-26,4,"多年來我一直是這家店的忠實粉絲,很高興看到他們搬遷到新址,重新煥發活力。儘管店面更加舒適寬敞,但他們依然保留著「友善的爵士小咖啡館氛圍」。咖啡一如既往的好喝,菜餚也一如既往地一般,顯然還是由同一個(友善的)家族經營。這裡是與朋友共度良宵的好地方,但要注意,餐點選擇相當有限,所以最好還是點飲料。服務內用餐點類型其他平均每人消費金額$1-200餐點:4服務:4氣氛:5素食餐點蔬菜選擇不多。",,飲品,1,3,0.3333333333333333,neutral
xuekewu,雪可屋,96ef5ad0acb1cf782f6cd606e0769dd1141caca8bcfdb53e082d0a4beaf909a7,施素珊,4.0,上次編輯：3 年前,2023-03-26,4,"多年來我一直是這家店的忠實粉絲,很高興看到他們搬遷到新址,重新煥發活力。儘管店面更加舒適寬敞,但他們依然保留著「友善的爵士小咖啡館氛圍」。咖啡一如既往的好喝,菜餚也一如既往地一般,顯然還是由同一個(友善的)家族經營。這裡是與朋友共度良宵的好地方,但要注意,餐點選擇相當有限,所以最好還是點飲料。服務內用餐點類型其他平均每人消費金額$1-200餐點:4服務:4氣氛:5素食餐點蔬菜選擇不多。",,正餐,1,2,0.0,neutral
xuekewu,雪可屋,96ef5ad0acb1cf782f6cd606e0769dd1141caca8bcfdb53e082d0a4beaf909a7,施素珊,4.0,上次編輯：3 年前,2023-03-26,4,"多年來我一直是這家店的忠實粉絲,很高興看到他們搬遷到新址,重新煥發活力。儘管店面更加舒適寬敞,但他們依然保留著「友善的爵士小咖啡館氛圍」。咖啡一如既往的好喝,菜餚也一如既往地一般,顯然還是由同一個(友善的)家族經營。這裡是與朋友共度良宵的好地方,但要注意,餐點選擇相當有限,所以最好還是點飲料。服務內用餐點類型其他平均每人消費金額$1-200餐點:4服務:4氣氛:5素食餐點蔬菜選擇不多。",,氛圍/風格,1,2,0.5,neutral
xuekewu,雪可屋,96ef5ad0acb1cf782f6cd606e0769dd1141caca8bcfdb53e082d0a4beaf909a7,施素珊,4.0,上次編輯：3 年前,2023-03-26,4,"多年來我一直是這家店的忠實粉絲,很高興看到他們搬遷到新址,重新煥發活力。儘管店面更加舒適寬敞,但他們依然保留著「友善的爵士小咖啡館氛圍」。咖啡一如既往的好喝,菜餚也一如既往地一般,顯然還是由同一個(友善的)家族經營。這裡是與朋友共度良宵的好地方,但要注意,餐點選擇相當有限,所以最好還是點飲料。服務內用餐點類型其他平均每人消費金額$1-200餐點:4服務:4氣氛:5素食餐點蔬菜選擇不多。",,店員/服務,1,1,0.0,neutral
xuekewu,雪可屋,08900dd2ac7abe6cad391cbb89430ac56b6e278eae879959fe26996960fb8a6d,Tim Peterson,3.0,7 年前,2019-03-26,2,"這裡的食物和飲料價格昂貴,但物有所值。來這裡是為了體驗獨特的氛圍,氛圍會隨著時間而變化,從昏暗溫馨到喧鬧熱鬧,不一而足。我喜歡這裡學習或閱讀的氛圍,但價格令人難以接受,而且有些地方的地板看起來隨時都可能塌陷。如果你不差錢,這裡仍然是和朋友聊天的好去處,但並不適合每天都來。",,飲品,1,1,0.0,neutral
xuekewu,雪可屋,08900dd2ac7abe6cad391cbb89430ac56b6e278eae879959fe26996960fb8a6d,Tim Peterson,3.0,7 年前,2019-03-26,2,"這裡的食物和飲料價格昂貴,但物有所值。來這裡是為了體驗獨特的氛圍,氛圍會隨著時間而變化,從昏暗溫馨到喧鬧熱鬧,不一而足。我喜歡這裡學習或閱讀的氛圍,但價格令人難以接受,而且有些地方的地板看起來隨時都可能塌陷。如果你不差錢,這裡仍然是和朋友聊天的好去處,但並不適合每天都來。",,氛圍/風格,1,2,1.0,positive
xuekewu,雪可屋,08900dd2ac7abe6cad391cbb89430ac56b6e278eae879959fe26996960fb8a6d,Tim Peterson,3.0,7 年前,2019-03-26,2,"這裡的食物和飲料價格昂貴,但物有所值。來這裡是為了體驗獨特的氛圍,氛圍會隨著時間而變化,從昏暗溫馨到喧鬧熱鬧,不一而足。我喜歡這裡學習或閱讀的氛圍,但價格令人難以接受,而且有些地方的地板看起來隨時都可能塌陷。如果你不差錢,這裡仍然是和朋友聊天的好去處,但並不適合每天都來。",,價格,1,2,0.0,neutral
xuekewu,雪可屋,2ce771671a791ce08185a2e4b5312b5f8c323f984840d36cb1b00505b42916bc,Tina Chen,1.0,8 年前,2018-03-26,3,"我在這家咖啡館喝到了有史以來最難喝的招牌特調咖啡。味道簡直跟廉價的三合一咖啡一模一樣。我非常驚訝,就問店主為什麼招牌特調咖啡要加奶加糖,而且味道跟三合一咖啡一樣?她只是回答說他們就是這麼做的,還說用的咖啡豆跟我朋友點的美式咖啡一樣。開什麼玩笑?我花120元台幣買招牌特調咖啡,而美式咖啡才100台幣,就因為你「幫忙」加了些我根本不需要的糖和牛奶?拜託,就連星巴克都免費提供牛奶和糖。我嚐了我朋友的美式咖啡,我可以保證它用的咖啡豆跟所謂的「招牌特調」絕對不一樣。我可以忍受這家店的破舊,但絕對不能容忍一家自稱用精品咖啡豆的咖啡館做出這麼劣質的三合一咖啡。",,飲品,1,7,0.0,neutral
xuekewu,雪可屋,995c8fb778c234fb4cb284ee06a1fec64ac21f0931544a896ad3209c88552deb,Karl Finke,5.0,2 個月前,2026-01-26,0,"氣氛和音樂都很棒,飲品種類也很多。下次一定要來嚐嚐這裡的食物。",,飲品,1,1,0.0,neutral
xuekewu,雪可屋,995c8fb778c234fb4cb284ee06a1fec64ac21f0931544a896ad3209c88552deb,Karl Finke,5.0,2 個月前,2026-01-26,0,"氣氛和音樂都很棒,飲品種類也很多。下次一定要來嚐嚐這裡的食物。",,氛圍/風格,1,1,0.0,neutral
xuekewu,雪可屋,edd5c8f1170ce5c783cb2384b8dbcca5fbb3e10e1a2bc823ac0640ceb703557c,M LB,5.0,6 天前,2026-03-20,0,"在繁忙的都市中覓得一方平靜的好地方 (🛜WiFi⭕️、插座❌) 店內充滿歐式復古與黑膠爵士氛圍,裝飾老式木窗、黑膠唱片與古董音響,充滿懷舊溫馨氣息💗 蜂蜜鬆餅🥞可愛又好吃餐點類型早午餐平均每人消費金額$200-400吵雜程度安靜,適合交談等待時間不需等候",,正餐,1,1,3.0,positive
xuekewu,雪可屋,edd5c8f1170ce5c783cb2384b8dbcca5fbb3e10e1a2bc823ac0640ceb703557c,M LB,5.0,6 天前,2026-03-20,0,"在繁忙的都市中覓得一方平靜的好地方 (🛜WiFi⭕️、插座❌) 店內充滿歐式復古與黑膠爵士氛圍,裝飾老式木窗、黑膠唱片與古董音響,充滿懷舊溫馨氣息💗 蜂蜜鬆餅🥞可愛又好吃餐點類型早午餐平均每人消費金額$200-400吵雜程度安靜,適合交談等待時間不需等候",,甜點,1,1,3.0,positive
xuekewu,雪可屋,edd5c8f1170ce5c783cb2384b8dbcca5fbb3e10e1a2bc823ac0640ceb703557c,M LB,5.0,6 天前,2026-03-20,0,"在繁忙的都市中覓得一方平靜的好地方 (🛜WiFi⭕️、插座❌) 店內充滿歐式復古與黑膠爵士氛圍,裝飾老式木窗、黑膠唱片與古董音響,充滿懷舊溫馨氣息💗 蜂蜜鬆餅🥞可愛又好吃餐點類型早午餐平均每人消費金額$200-400吵雜程度安靜,適合交談等待時間不需等候",,功能用途,1,1,3.0,positive
xuekewu,雪可屋,edd5c8f1170ce5c783cb2384b8dbcca5fbb3e10e1a2bc823ac0640ceb703557c,M LB,5.0,6 天前,2026-03-20,0,"在繁忙的都市中覓得一方平靜的好地方 (🛜WiFi⭕️、插座❌) 店內充滿歐式復古與黑膠爵士氛圍,裝飾老式木窗、黑膠唱片與古董音響,充滿懷舊溫馨氣息💗 蜂蜜鬆餅🥞可愛又好吃餐點類型早午餐平均每人消費金額$200-400吵雜程度安靜,適合交談等待時間不需等候",,氛圍/風格,1,1,3.0,positive
xuekewu,雪可屋,edd5c8f1170ce5c783cb2384b8dbcca5fbb3e10e1a2bc823ac0640ceb703557c,M LB,5.0,6 天前,2026-03-20,0,"在繁忙的都市中覓得一方平靜的好地方 (🛜WiFi⭕️、插座❌) 店內充滿歐式復古與黑膠爵士氛圍,裝飾老式木窗、黑膠唱片與古董音響,充滿懷舊溫馨氣息💗 蜂蜜鬆餅🥞可愛又好吃餐點類型早午餐平均每人消費金額$200-400吵雜程度安靜,適合交談等待時間不需等候",,出餐速度,1,1,3.0,positive
xuekewu,雪可屋,ce52754e143e98f2d18f661cc90b959583a24722b9e8f17a3c77e9e1c5b38917,Caitou Cai,4.0,2 天前,2026-03-24,0,"很有年代感的咖啡廳,餐點普普通通,咖啡好喝,有廁所,有提供飲用水可自取。餐點:4服務:4氣氛:5預訂網址不需要訂位用餐人數1 人, 2 人, 3 到 4 人等待時間不需等候座位類型室內用餐區",,飲品,1,1,1.0,positive
xuekewu,雪可屋,ce52754e143e98f2d18f661cc90b959583a24722b9e8f17a3c77e9e1c5b38917,Caitou Cai,4.0,2 天前,2026-03-24,0,"很有年代感的咖啡廳,餐點普普通通,咖啡好喝,有廁所,有提供飲用水可自取。餐點:4服務:4氣氛:5預訂網址不需要訂位用餐人數1 人, 2 人, 3 到 4 人等待時間不需等候座位類型室內用餐區",,正餐,1,2,0.5,neutral
xuekewu,雪可屋,ce52754e143e98f2d18f661cc90b959583a24722b9e8f17a3c77e9e1c5b38917,Caitou Cai,4.0,2 天前,2026-03-24,0,"很有年代感的咖啡廳,餐點普普通通,咖啡好喝,有廁所,有提供飲用水可自取。餐點:4服務:4氣氛:5預訂網址不需要訂位用餐人數1 人, 2 人, 3 到 4 人等待時間不需等候座位類型室內用餐區",,功能用途,1,1,0.0,neutral
